Nome,PaperRollSize,N_Tagli,numero Colonne,Errore Assoluto RoundUp,Errore Relativo RoundUp,Errore Assoluto branch,Errore Relativo branch,Tempo generazione Colonne,Tempo Soluzione migliorata,Tempo Terminazione Algoritmo,soluzione rilassamento,soluzione Ottima,soluzioneTrovata,soluzione ottimo dal RoundUp
Falkenauer_t60_18.txt,1000,50,223,0.0,0.0,0.0,0.0,1854,1855,1855,20.0,20.0,20,20,
Falkenauer_t60_15.txt,1000,51,224,26.0,4.0,1.2380952380952381,0.19047619047619047,1826,61040,359078,20.0,21.0,25.0,47,
Falkenauer_t60_01.txt,1000,56,276,29.0,2.0,1.380952380952381,0.09523809523809523,2928,220424,362601,20.0,21.0,23.0,50,
Falkenauer_t60_00.txt,1000,50,289,0.0,0.0,0.0,0.0,2804,2805,2805,20.0,20.0,20,20,
Falkenauer_t60_14.txt,1000,50,268,10.0,0.0,0.5,0.0,2410,2587,2601,20.0,20.0,20.0,30,
Falkenauer_t60_02.txt,1000,48,218,0.0,0.0,0.0,0.0,1678,1679,1679,20.0,20.0,20,20,
Falkenauer_t60_16.txt,1000,46,239,8.0,0.0,0.38095238095238093,0.0,1794,13113,355844,20.000000000000004,21.0,21.0,29,
Falkenauer_t60_17.txt,1000,48,333,0.0,0.0,0.0,0.0,3368,3369,3369,20.0,20.0,20,20,
Falkenauer_t60_03.txt,1000,49,265,15.0,0.0,0.7142857142857143,0.0,2260,12325,402774,19.999999999999996,21.0,21.0,36,
Falkenauer_t60_07.txt,1000,50,251,1.0,0.0,0.05,0.0,2307,2340,2346,20.0,20.0,20.0,21,
Falkenauer_t60_13.txt,1000,51,286,7.0,0.0,0.35,0.0,2681,2685,2688,20.0,20.0,20.0,27,
Falkenauer_t60_12.txt,1000,53,239,22.0,22.0,1.0476190476190477,1.0476190476190477,2149,374464,374464,20.0,21.0,43,43,
Falkenauer_t60_06.txt,1000,51,223,24.0,24.0,1.1428571428571428,1.1428571428571428,1923,372049,372049,19.999999999999993,21.0,45,45,
Falkenauer_t60_10.txt,1000,53,257,10.0,2.0,0.47619047619047616,0.09523809523809523,2506,165559,388528,19.999999999999975,21.0,23.0,31,
Falkenauer_t60_04.txt,1000,48,222,0.0,0.0,0.0,0.0,1869,1870,1870,20.0,20.0,20,20,
Falkenauer_t60_05.txt,1000,50,213,0.0,0.0,0.0,0.0,1903,1907,1907,20.0,20.0,20,20,
Falkenauer_t60_11.txt,1000,46,206,0.0,0.0,0.0,0.0,1714,1715,1715,20.0,20.0,20,20,
Falkenauer_t501_13.txt,1000,198,1566,74.0,74.0,0.4378698224852071,0.4378698224852071,223025,304041,304041,167.0,169.0,243,243,
Falkenauer_t501_07.txt,1000,192,904,77.0,77.0,0.4556213017751479,0.4556213017751479,85154,316792,316792,167.00000000000006,169.0,246,246,
Falkenauer_t120_14.txt,1000,83,377,44.0,44.0,1.0731707317073171,1.0731707317073171,7327,349484,349484,39.99999999999997,41.0,85,85,
Falkenauer_t120_00.txt,1000,86,478,45.0,45.0,1.0975609756097562,1.0975609756097562,11511,342815,342815,39.99999999999999,41.0,86,86,
Falkenauer_t120_01.txt,1000,85,380,45.0,45.0,1.0975609756097562,1.0975609756097562,8759,360079,360079,40.000000000000014,41.0,86,86,
Falkenauer_t120_15.txt,1000,81,458,41.0,41.0,1.0,1.0,10267,345499,345499,39.999999999999986,41.0,82,82,
Falkenauer_t501_06.txt,1000,196,865,74.0,74.0,0.44047619047619047,0.44047619047619047,82728,325266,325266,166.99999999999994,168.0,242,242,
Falkenauer_t501_12.txt,1000,189,887,77.0,77.0,0.4583333333333333,0.4583333333333333,84416,321752,321752,167.0,168.0,245,245,
Falkenauer_t501_04.txt,1000,195,1613,76.0,76.0,0.4523809523809524,0.4523809523809524,223997,310323,310323,166.99999999999997,168.0,244,244,
Falkenauer_t501_10.txt,1000,190,1377,67.0,67.0,0.39880952380952384,0.39880952380952384,167841,322644,322644,166.99999999999997,168.0,235,235,
Falkenauer_t120_03.txt,1000,86,452,43.000000565566836,43.000000565566836,1.0487805160663979,1.0487805160663979,11066,353902,353902,40.000000000000014,40.999999434433164,84,84,
Falkenauer_t120_17.txt,1000,90,451,48.0,48.0,1.170731707317073,1.170731707317073,11268,345952,345952,40.0,41.0,89,89,
Falkenauer_t249_19.txt,1000,136,618,62.0,62.0,0.7380952380952381,0.7380952380952381,34920,336080,336080,83.0,84.0,146,146,
Falkenauer_t120_16.txt,1000,87,455,42.0,42.0,1.024390243902439,1.024390243902439,11868,345324,345324,39.99999999999999,41.0,83,83,
Falkenauer_t249_18.txt,1000,138,602,63.0,63.0,0.75,0.75,33816,340941,340941,83.00000000000001,84.0,147,147,
Falkenauer_t120_02.txt,1000,91,481,50.0,50.0,1.2195121951219512,1.2195121951219512,12648,374355,374355,40.00000000000002,41.0,91,91,
Falkenauer_t501_11.txt,1000,195,951,72.0,72.0,0.42857142857142855,0.42857142857142855,98732,321910,321910,166.99999999999997,168.0,240,240,
Falkenauer_t501_05.txt,1000,195,943,74.0,74.0,0.4378698224852071,0.4378698224852071,94402,316352,316352,167.0,169.0,243,243,
Falkenauer_t501_01.txt,1000,192,823,74.0,74.0,0.44047619047619047,0.44047619047619047,89162,333849,333849,167.00000000000003,168.0,242,242,
Falkenauer_t501_15.txt,1000,197,854,79.0,79.0,0.47023809523809523,0.47023809523809523,82125,320955,320955,166.99999999999991,168.0,247,247,
Falkenauer_t120_06.txt,1000,86,361,44.0,44.0,1.0731707317073171,1.0731707317073171,8076,381994,381994,39.99999999999999,41.0,85,85,
Falkenauer_t249_08.txt,1000,139,885,59.0,59.0,0.6941176470588235,0.6941176470588235,57765,329889,329889,83.00000000000003,85.0,144,144,
Falkenauer_t120_12.txt,1000,82,405,43.0,43.0,1.048780487804878,1.048780487804878,8071,362509,362509,40.0,41.0,84,84,
Falkenauer_t120_13.txt,1000,87,571,43.0,43.0,1.0238095238095237,1.0238095238095237,18260,372048,372048,40.00000000000001,42.0,85,85,
Falkenauer_t120_07.txt,1000,87,452,45.0,45.0,1.0975609756097562,1.0975609756097562,11173,349982,349982,39.99999999999999,41.0,86,86,
Falkenauer_t249_09.txt,1000,141,840,68.0,68.0,0.8,0.8,54330,364113,364113,83.00000000000004,85.0,153,153,
Falkenauer_t501_14.txt,1000,203,1346,76.0,76.0,0.4523809523809524,0.4523809523809524,177244,308129,308129,166.9999999999999,168.0,244,244,
Falkenauer_t501_00.txt,1000,190,1408,72.0,72.0,0.4260355029585799,0.4260355029585799,172729,308980,308980,167.00000000000006,169.0,241,241,
Falkenauer_t501_16.txt,1000,198,1326,73.0,73.0,0.4319526627218935,0.4319526627218935,166822,311448,311448,167.00000000000003,169.0,242,242,
Falkenauer_t501_02.txt,1000,190,920,74.0,74.0,0.4378698224852071,0.4378698224852071,86100,319453,319453,166.99999999999994,169.0,243,243,
Falkenauer_t120_11.txt,1000,86,343,43.0,43.0,1.048780487804878,1.048780487804878,7126,360276,360276,40.00000000000002,41.0,84,84,
Falkenauer_t120_05.txt,1000,88,377,46.0,46.0,1.1219512195121952,1.1219512195121952,9240,369137,369137,40.00000000000002,41.0,87,87,
Falkenauer_t120_04.txt,1000,92,370,45.0,45.0,1.0975609756097562,1.0975609756097562,9150,351544,351544,40.0,41.0,86,86,
Falkenauer_t120_10.txt,1000,83,472,41.0,41.0,1.0,1.0,10407,352625,352625,40.00000000000001,41.0,82,82,
Falkenauer_t501_03.txt,1000,199,1295,81.0,81.0,0.47928994082840237,0.47928994082840237,159094,311723,311723,167.0,169.0,250,250,
Falkenauer_t501_17.txt,1000,196,1272,79.0,79.0,0.47023809523809523,0.47023809523809523,157104,323623,323623,167.00000000000003,168.0,247,247,
